Year,Year ending,Offence Subdivision,Offence Group,Offence Description,CSA Drug Type,Offence Count
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG DEPEND LARGE COMM QTY,Not Recorded,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK DRUG OF DEPENDENCE TO CHILD,Not Recorded,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK ECSTASY-MDMA/MDA/MDEA/MDA'S,Ecstasy,8
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK HEROIN,Heroin,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK KETAMINE,Other,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LGE COMM QTY-METHYAMPHETA,Methylamphetamine,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LSD,Other,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,24
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT IMPORT BORDER CONTROLLED DRUG,Not Recorded,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT TRAFFICK ALPRAZOLAM,Prescription,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT TRAFFICK GHB,GHB,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONS IMP MARK QTY BORD CONTR DRUG-HEROIN,Heroin,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TO TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK HEROIN,Heroin,6
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP BORDER CONTRD DRUG-W/O INTENT/BELIEF,Not Recorded,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP COM QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMP MRK QTY BORDER CONT DRUG-METHAMPHETA,Methylamphetamine,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT A BORDER CONTROLLED DRUG,Not Recorded,13
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTD DRUG-METHAMPHETAMINE,Methylamphetamine,8
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLD DRUG-AMPHETAMINE,Methylamphetamine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONT DRUG-COCAINE,Cocaine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTRLLD DRUG-GHB,GHB,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTROL PRECURSOR,Not Recorded,7
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTROLLED DRUG,Not Recorded,10
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARK QTY BORDER CONTD DRUG-HEROIN,Heroin,8
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARKET QTY BORDER CONTROLLED DRUG,Not Recorded,44
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MRK QTY BORDER CONT DRUG-COCAINE,Cocaine,6
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT TIER 1 GOODS - ANABOLIC SUBSTANCE,Other,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,INT PRMIT USE OF LAND/PRE FOR TRAF D.O.D,Not Recorded,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,INT PRMT USE OF LAND/PREM FOR CULT D.O.D,Not Recorded,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,POSS COMM QTY BORD CONT DRUG-SUSP IMPORT,Not Recorded,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAF COMM QTY 1,4-BUTANEDIOL (1,4-BD)",GHB,24
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFF COMM QTY MIXTURE CONTAIN (1,4-BD)",GHB,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK - EPHEDRINE,Other,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,134
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ALPRAZOLAM,Prescription,33
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK AMPHETAMINE,Amphetamine,117
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ANABOLIC STEROIDS,Other,28
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK BUPRENORPHINE,Prescription,11
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CANNABIS,Cannabis,770
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COCAINE,Cocaine,269
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - AMPHETAMINE,Amphetamine,12
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - CANNABIS,Cannabis,54
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - COCAINE,Cocaine,14
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - ECSTASY,Ecstasy,14
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - GHB,GHB,20
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - HEROIN,Heroin,36
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - MDMA (ECSTASY),Ecstasy,5
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PRESCRIBED DRUGS,Prescription,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PSEUDOEPHEDRINE,Other,5
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,154
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - MDMA,Ecstasy,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG-METHAMPHETAMINE,Methylamphetamine,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIAZEPAM,Prescription,19
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPEND LARGE COMM QTY,Not Recorded,23
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE,Not Recorded,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,194
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE COMM QTY,Not Recorded,14
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE TO A CHILD,Not Recorded,14
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ECSTASY,Ecstasy,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ECSTASY (MDMA/MDA/MDEA/MDA'S),Ecstasy,277
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK GHB,GHB,208
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK HEROIN,Heroin,336
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK IN A CONTROLLED DRUG,Not Recorded,5
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK KETAMINE,Other,76
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - AMPHETAMINE,Amphetamine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,7
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,7
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - HEROIN,Heroin,18
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - PRESC DRUGS,Prescription,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY-PSEUDOEPHYDRINE,Other,2
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LGE COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,36
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LSD,Other,23
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK MARKET QTY CONTRLD DRUG-COCAINE,Cocaine,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK MDMA (ECSTASY),Ecstasy,88
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1613
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK OXYCODONE,Prescription,3
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PRESCRIBED DRUGS,Prescription,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PSILOCYBIN,Other,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK SYNTHETIC CANNABINOID,Cannabis,4
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TESTOSTERONE,Prescription,6
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TETRAHYDRACANNIBANOL,Cannabis,1
2020,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TETRAHYDROCANNABINOL,Cannabis,8
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,3
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE CULTIVATE CANNABIS,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE TO CULTIVATE CANNABIS- COMM QTY,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,120
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT LGE COMM QTY-CANNABIS,Not Coded,48
2020,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,862
2020,March,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,MANUF MARK QTY CONT DRUG METHAMPHETAMINE,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS MORE THAN 1 TYPE PRECURSOR CHEMICAL,Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS PRECURSOR CHEM-MORE THAN PRESCR QTY,Not Coded,5
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"POSSESS 1,4-BUTANEDIOL",Not Coded,241
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANOL,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS 1-PHENYL-2-PROPANONE (BMK),Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A CONTROLLED PRECURSOR,Not Coded,7
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A TABLET PRESS,Not Coded,7
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS AMMONIA,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS BENZALDEHYDE,Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EPHEDRINE,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EQUIPMENT FOR TRAFFICKING D.O.D,Not Coded,47
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA BUTYROLACTONE,Not Coded,9
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA HYDROXYBUTANOIC ACID,Not Coded,63
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYPOPHOSPHOROUS ACID,Not Coded,5
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS IODINE,Not Coded,12
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MAGNESIUM,Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MATERIAL FOR TRAFFICKING D.O.D,Not Coded,12
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURY,Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS METHYLAMINE,Not Coded,14
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS N-METHYL EPHEDRINE,Not Coded,1
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,2
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,4
2020,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE FOR TRAFFICKING D.O.D,Not Coded,13
2020,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEPEND. (NOT NAMED),Not Recorded,1
2020,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE HEROIN,Heroin,1
2020,March,C30 Drug use and possession,C31 Drug use,"USE 1,4-BUTANEDIOL (1,4-BD)",GHB,5
2020,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,71
2020,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,244
2020,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,18
2020,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,7
2020,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,13
2020,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,12
2020,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,18
2020,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,34
2020,March,C30 Drug use and possession,C31 Drug use,USE KETAMINE,Other,1
2020,March,C30 Drug use and possession,C31 Drug use,USE LSD,Other,1
2020,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,144
2020,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,25
2020,March,C30 Drug use and possession,C31 Drug use,USE SYNTHETIC CANNABINOID,Cannabis,3
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,4
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,10
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS COCAINE,Cocaine,2
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,1
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,21
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,6
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS ECSTASY,Ecstasy,6
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,3
2020,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,5
2020,March,C30 Drug use and possession,C32 Drug possession,"ATTEMPT POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,9
2020,March,C30 Drug use and possession,C32 Drug possession,ATTEMPT POSSESS DIAZEPAM,Prescription,2
2020,March,C30 Drug use and possession,C32 Drug possession,ATTEMPT TO POSSESS A DRUG OF DEPENDENCE,Not Recorded,11
2020,March,C30 Drug use and possession,C32 Drug possession,"POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,251
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS 4-HYDROXYBUTANOIC ACID (GHB),GHB,131
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS A CONTROLLED DRUG,Not Recorded,8
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS A DRUG OF DEPENDENCE,Not Recorded,716
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 4 POISON,Prescription,563
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 8 POISON,Not Recorded,35
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS ACETIC ANHYDRIDE,Other,1
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS ALPRAZOLAM,Prescription,104
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS AMPHETAMINE,Amphetamine,590
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS ANABOLIC STEROIDS,Other,113
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS BUPRENORPHINE,Prescription,46
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS,Cannabis,8911
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS (NOT TRAFFICKING),Cannabis,33
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS COCAINE,Cocaine,784
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS COMMERCIAL QUANTITY - CANNABIS,Cannabis,1
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - CANNABIS,Cannabis,22
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - MDMA,Ecstasy,34
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS CRACK,Cocaine,4
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIAZEPAM,Prescription,202
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIMETHYLAMPHETAMINE,Methylamphetamine,6
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -HALLUCINOGEN,Other,101
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -PRESCRIPT DRUG,Prescription,3144
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE - KETAMINE,Other,155
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,865
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS ECSTASY,Ecstasy,948
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS GHB,GHB,789
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS HEROIN,Heroin,1011
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS LSD,Other,138
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDEA (ECSTASY),Ecstasy,1
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDMA (ECSTASY),Ecstasy,256
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS METHYLAMPHETAMINE,Methylamphetamine,6578
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS MORPHINE,Prescription,15
2020,March,C30 Drug use and possession,C32 Drug possession,"POSSESS N, N-DIMETHYLTRYPTAMINE",Other,9
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS OXYCODONE,Prescription,40
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSEUDOEPHEDRINE,Other,4
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS PSILOCYBIN,Other,14
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS SYNTH CANNABINOID (AB-PINACA),Cannabis,3
2020,March,C30 Drug use and possession,C32 Drug possession,POSSESS SYNTHETIC CANNABINOID,Cannabis,33
